,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,publication_year,taxon_names_with_authors,taxon_names_with_paranthet_authors,taxon_names_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
410144,873467-1,Tribulus pentandrus,Tribulus pentandrus Forssk.,Zygophyllaceae,Species,2518825,873467-1,Species,Accepted,Zygophyllaceae,,Tribulus,,pentandrus,,,,Forssk.,,Fl. Aegypt.-Arab.,: 81,(1775),Tribulus pentandrus,Forssk.,2518825,,,,2518791,873467-1,,N,Tribulus pentandrus,Tribulus pentandrus Forssk.,873467-1,2518825,1775,Tribulus pentandrus Forssk.,Tribulus pentandrus Forssk.,Tribulus pentandrus Forssk.,T.,T. pentandrus,T. pentandrus Forssk.,T. pentandrus Forssk.,T. pentandrus Forssk.
769037,990047-1,Trichilia cauliflora,Trichilia cauliflora J.-F.Leroy & Lescot,Meliaceae,Species,2515183,990047-1,Species,Accepted,Meliaceae,,Trichilia,,cauliflora,,,,J.-F.Leroy & Lescot,,"Bull. Mus. Natl. Hist. Nat., B, Adansonia", 18: 6,(1996),Trichilia cauliflora,J.-F.Leroy & Lescot,2515183,,,,2515124,990047-1,,N,Trichilia cauliflora,Trichilia cauliflora J.-F.Leroy & Lescot,990047-1,2515183,1996,Trichilia cauliflora J.-F.Leroy & Lescot,Trichilia cauliflora J.-F.Leroy & Lescot,Trichilia cauliflora J.-F.Leroy & Lescot,T.,T. cauliflora,T. cauliflora J.-F.Leroy & Lescot,T. cauliflora J.-F.Leroy & Lescot,T. cauliflora J.-F.Leroy & Lescot
269158,1201299-2,Trichilia emarginata,Trichilia emarginata (Turcz.) C.DC.,Meliaceae,Species,2514975,1201299-2,Species,Accepted,Meliaceae,,Trichilia,,emarginata,,,Turcz.,C.DC.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 11(1): 212,(1878),Trichilia emarginata,(Turcz.) C.DC.,2514975,2505173,,,2515124,1201299-2,,N,Trichilia emarginata,Trichilia emarginata (Turcz.) C.DC.,1201299-2,2514975,1878,Trichilia emarginata (Turcz.) C.DC.,Trichilia emarginata Turcz. C.DC.,Trichilia emarginata C.DC.,T.,T. emarginata,T. emarginata (Turcz.) C.DC.,T. emarginata Turcz. C.DC.,T. emarginata C.DC.
764701,579455-1,Trichilia grandifolia,Trichilia grandifolia Oliv.,Meliaceae,Species,2514933,579455-1,Species,Accepted,Meliaceae,,Trichilia,,grandifolia,,,,Oliv.,,Fl. Trop. Afr., 1: 335,(1868),Trichilia grandifolia,Oliv.,2514933,,,,2515124,579455-1,,N,Trichilia grandifolia,Trichilia grandifolia Oliv.,579455-1,2514933,1868,Trichilia grandifolia Oliv.,Trichilia grandifolia Oliv.,Trichilia grandifolia Oliv.,T.,T. grandifolia,T. grandifolia Oliv.,T. grandifolia Oliv.,T. grandifolia Oliv.
764702,256869-2,Trichilia minutiflora,Trichilia minutiflora Standl.,Meliaceae,Species,2515009,256869-2,Species,Accepted,Meliaceae,,Trichilia,,minutiflora,,,,Standl.,,Trop. Woods, 11: 20,(1927),Trichilia minutiflora,Standl.,2515009,,,,2515124,256869-2,,N,Trichilia minutiflora,Trichilia minutiflora Standl.,256869-2,2515009,1927,Trichilia minutiflora Standl.,Trichilia minutiflora Standl.,Trichilia minutiflora Standl.,T.,T. minutiflora,T. minutiflora Standl.,T. minutiflora Standl.,T. minutiflora Standl.
776878,320802-2,Trichomanes alatum,Trichomanes alatum Sw.,Hymenophyllaceae,Species,3143012,320802-2,Species,Accepted,Hymenophyllaceae,,Trichomanes,,alatum,,,,Sw.,,J. Bot. (Schrader), 1800(2): 97,(1801),Trichomanes alatum,Sw.,3143012,,,,3189898,320802-2,,N,Trichomanes alatum,Trichomanes alatum Sw.,320802-2,3143012,1801,Trichomanes alatum Sw.,Trichomanes alatum Sw.,Trichomanes alatum Sw.,T.,T. alatum,T. alatum Sw.,T. alatum Sw.,T. alatum Sw.
220454,,Trichomanes boninense,Trichomanes boninense (Tagawa & K.Iwats.) ined.,Hymenophyllaceae,Species,3310759,,Species,Accepted,Hymenophyllaceae,,Trichomanes,,boninense,,,Tagawa & K.Iwats.,ined.,,Unknown,,,Trichomanes boninense,(Tagawa & K.Iwats.) ined.,3310759,3142987,,,3189898,3310759-4,,N,Trichomanes boninense,Trichomanes boninense (Tagawa & K.Iwats.) ined.,,3310759,,Trichomanes boninense (Tagawa & K.Iwats.) ined.,Trichomanes boninense Tagawa & K.Iwats. ined.,Trichomanes boninense ined.,T.,T. boninense,T. boninense (Tagawa & K.Iwats.) ined.,T. boninense Tagawa & K.Iwats. ined.,T. boninense ined.
776436,17362580-1,Trichomanes brevipes,Trichomanes brevipes (C.Presl) Baker,Hymenophyllaceae,Species,3155909,17362580-1,Species,Accepted,Hymenophyllaceae,,Trichomanes,,brevipes,,,C.Presl,Baker,W.J.Hooker & J.G.Baker,Syn. Fil.,: 84,(1867),Trichomanes brevipes,(C.Presl) Baker,3155909,3155906,,,3189898,17362580-1,,N,Trichomanes brevipes,Trichomanes brevipes (C.Presl) Baker,17362580-1,3155909,1867,Trichomanes brevipes (C.Presl) Baker,Trichomanes brevipes C.Presl Baker,Trichomanes brevipes Baker,T.,T. brevipes,T. brevipes (C.Presl) Baker,T. brevipes C.Presl Baker,T. brevipes Baker
775674,17263150-1,Trichomanes christii,Trichomanes christii Copel.,Hymenophyllaceae,Species,3155920,17263150-1,Species,Accepted,Hymenophyllaceae,,Trichomanes,,christii,,,,Copel.,,Philipp. J. Sci., 1(Suppl. 4): 251,(1906),Trichomanes christii,Copel.,3155920,,,,3189898,17263150-1,,N,Trichomanes christii,Trichomanes christii Copel.,17263150-1,3155920,1906,Trichomanes christii Copel.,Trichomanes christii Copel.,Trichomanes christii Copel.,T.,T. christii,T. christii Copel.,T. christii Copel.,T. christii Copel.
770767,257306-2,Trichomanes crispum,Trichomanes crispum L.,Hymenophyllaceae,Species,3143026,257306-2,Species,Accepted,Hymenophyllaceae,,Trichomanes,,crispum,,,,L.,,Sp. Pl.,: 1097,(1753),Trichomanes crispum,L.,3143026,,,,3189898,257306-2,,N,Trichomanes crispum,Trichomanes crispum L.,257306-2,3143026,1753,Trichomanes crispum L.,Trichomanes crispum L.,Trichomanes crispum L.,T.,T. crispum,T. crispum L.,T. crispum L.,T. crispum L.
771021,17229030-1,Trichomanes elegans,Trichomanes elegans Rich.,Hymenophyllaceae,Species,3143033,17229030-1,Species,Accepted,Hymenophyllaceae,,Trichomanes,,elegans,,,,Rich.,,Actes Soc. Hist. Nat. Paris, 1: 114,(1792),Trichomanes elegans,Rich.,3143033,,,,3189898,17229030-1,,N,Trichomanes elegans,Trichomanes elegans Rich.,17229030-1,3143033,1792,Trichomanes elegans Rich.,Trichomanes elegans Rich.,Trichomanes elegans Rich.,T.,T. elegans,T. elegans Rich.,T. elegans Rich.,T. elegans Rich.
774319,17229880-1,Trichomanes hookeri,Trichomanes hookeri C.Presl,Hymenophyllaceae,Species,3155762,17229880-1,Species,Accepted,Hymenophyllaceae,,Trichomanes,,hookeri,,,,C.Presl,,Hymenophyllaceae,: 16,(1843),Trichomanes hookeri,C.Presl,3155762,,,,3189898,17229880-1,,N,Trichomanes hookeri,Trichomanes hookeri C.Presl,17229880-1,3155762,1843,Trichomanes hookeri C.Presl,Trichomanes hookeri C.Presl,Trichomanes hookeri C.Presl,T.,T. hookeri,T. hookeri C.Presl,T. hookeri C.Presl,T. hookeri C.Presl
772067,17230610-1,Trichomanes lucens,Trichomanes lucens Sw.,Hymenophyllaceae,Species,3143044,17230610-1,Species,Accepted,Hymenophyllaceae,,Trichomanes,,lucens,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 136,(1788),Trichomanes lucens,Sw.,3143044,,,,3189898,17230610-1,,N,Trichomanes lucens,Trichomanes lucens Sw.,17230610-1,3143044,1788,Trichomanes lucens Sw.,Trichomanes lucens Sw.,Trichomanes lucens Sw.,T.,T. lucens,T. lucens Sw.,T. lucens Sw.,T. lucens Sw.
773463,17230810-1,Trichomanes maximum,Trichomanes maximum Blume,Hymenophyllaceae,Species,3155813,17230810-1,Species,Accepted,Hymenophyllaceae,,Trichomanes,,maximum,,,,Blume,,Enum. Pl. Javae, 2: 228,(1828),Trichomanes maximum,Blume,3155813,,,,3189898,17230810-1,,N,Trichomanes maximum,Trichomanes maximum Blume,17230810-1,3155813,1828,Trichomanes maximum Blume,Trichomanes maximum Blume,Trichomanes maximum Blume,T.,T. maximum,T. maximum Blume,T. maximum Blume,T. maximum Blume
771763,257387-2,Trichomanes membranaceum,Trichomanes membranaceum L.,Hymenophyllaceae,Species,3155682,257387-2,Species,Accepted,Hymenophyllaceae,,Trichomanes,,membranaceum,,,,L.,,Sp. Pl.,: 1097,(1753),Trichomanes membranaceum,L.,3155682,,,,3189898,257387-2,,N,Trichomanes membranaceum,Trichomanes membranaceum L.,257387-2,3155682,1753,Trichomanes membranaceum L.,Trichomanes membranaceum L.,Trichomanes membranaceum L.,T.,T. membranaceum,T. membranaceum L.,T. membranaceum L.,T. membranaceum L.
777911,17231460-1,Trichomanes parvulum,Trichomanes parvulum Poir.,Hymenophyllaceae,Species,3155297,17231460-1,Species,Accepted,Hymenophyllaceae,,Trichomanes,,parvulum,,,,Poir.,J.B.A.M.de Lamarck,Encycl., 8: 64,(1808),Trichomanes parvulum,Poir.,3155297,,,,3189898,17231460-1,,N,Trichomanes parvulum,Trichomanes parvulum Poir.,17231460-1,3155297,1808,Trichomanes parvulum Poir.,Trichomanes parvulum Poir.,Trichomanes parvulum Poir.,T.,T. parvulum,T. parvulum Poir.,T. parvulum Poir.,T. parvulum Poir.
771052,320808-2,Trichomanes pusillum,Trichomanes pusillum Sw.,Hymenophyllaceae,Species,3155730,320808-2,Species,Accepted,Hymenophyllaceae,,Trichomanes,,pusillum,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 136,(1788),Trichomanes pusillum,Sw.,3155730,,,,3189898,320808-2,,N,Trichomanes pusillum,Trichomanes pusillum Sw.,320808-2,3155730,1788,Trichomanes pusillum Sw.,Trichomanes pusillum Sw.,Trichomanes pusillum Sw.,T.,T. pusillum,T. pusillum Sw.,T. pusillum Sw.,T. pusillum Sw.
772363,320809-2,Trichomanes radicans,Trichomanes radicans Sw.,Hymenophyllaceae,Species,3155838,320809-2,Species,Accepted,Hymenophyllaceae,,Trichomanes,,radicans,,,,Sw.,,J. Bot. (Schrader), 1800(2): 97,(1801),Trichomanes radicans,Sw.,3155838,,,,3189898,320809-2,,N,Trichomanes radicans,Trichomanes radicans Sw.,320809-2,3155838,1801,Trichomanes radicans Sw.,Trichomanes radicans Sw.,Trichomanes radicans Sw.,T.,T. radicans,T. radicans Sw.,T. radicans Sw.,T. radicans Sw.
775666,320807-2,Trichomanes reptans,Trichomanes reptans Sw.,Hymenophyllaceae,Species,3155742,320807-2,Species,Accepted,Hymenophyllaceae,,Trichomanes,,reptans,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 136,(1788),Trichomanes reptans,Sw.,3155742,,,,3189898,320807-2,,N,Trichomanes reptans,Trichomanes reptans Sw.,320807-2,3155742,1788,Trichomanes reptans Sw.,Trichomanes reptans Sw.,Trichomanes reptans Sw.,T.,T. reptans,T. reptans Sw.,T. reptans Sw.,T. reptans Sw.
778450,257437-2,Trichomanes rigidum,Trichomanes rigidum Sw.,Hymenophyllaceae,Species,3155272,257437-2,Species,Accepted,Hymenophyllaceae,,Trichomanes,,rigidum,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 137,(1788),Trichomanes rigidum,Sw.,3155272,,,,3189898,257437-2,,N,Trichomanes rigidum,Trichomanes rigidum Sw.,257437-2,3155272,1788,Trichomanes rigidum Sw.,Trichomanes rigidum Sw.,Trichomanes rigidum Sw.,T.,T. rigidum,T. rigidum Sw.,T. rigidum Sw.,T. rigidum Sw.
771797,257444-2,Trichomanes scandens,Trichomanes scandens L.,Hymenophyllaceae,Species,3143068,257444-2,Species,Accepted,Hymenophyllaceae,,Trichomanes,,scandens,,,,L.,,Sp. Pl.,: 1098,(1753),Trichomanes scandens,L.,3143068,,,,3189898,257444-2,,N,Trichomanes scandens,Trichomanes scandens L.,257444-2,3143068,1753,Trichomanes scandens L.,Trichomanes scandens L.,Trichomanes scandens L.,T.,T. scandens,T. scandens L.,T. scandens L.,T. scandens L.
776524,17364230-1,Trichomanes superbum,Trichomanes superbum Backh.,Hymenophyllaceae,Species,3155503,17364230-1,Species,Accepted,Hymenophyllaceae,,Trichomanes,,superbum,,,,Backh.,,Nursery Cat. (Backhouse of York), 1861: 15,(1861),Trichomanes superbum,Backh.,3155503,,,,3189898,17364230-1,,N,Trichomanes superbum,Trichomanes superbum Backh.,17364230-1,3155503,1861,Trichomanes superbum Backh.,Trichomanes superbum Backh.,Trichomanes superbum Backh.,T.,T. superbum,T. superbum Backh.,T. superbum Backh.,T. superbum Backh.
774888,17232750-1,Trichomanes tenuissimum,Trichomanes tenuissimum Bosch,Hymenophyllaceae,Species,3155573,17232750-1,Species,Accepted,Hymenophyllaceae,,Trichomanes,,tenuissimum,,,,Bosch,,Ned. Kruidk. Arch., 5(2): 156,(1861),Trichomanes tenuissimum,Bosch,3155573,,,,3189898,17232750-1,,N,Trichomanes tenuissimum,Trichomanes tenuissimum Bosch,17232750-1,3155573,1861,Trichomanes tenuissimum Bosch,Trichomanes tenuissimum Bosch,Trichomanes tenuissimum Bosch,T.,T. tenuissimum,T. tenuissimum Bosch,T. tenuissimum Bosch,T. tenuissimum Bosch
751185,294213-1,Trichosanthes integrifolia,Trichosanthes integrifolia Thwaites,Cucurbitaceae,Species,2433244,294213-1,Species,Accepted,Cucurbitaceae,,Trichosanthes,,integrifolia,,,,Thwaites,,Enum. Pl. Zeyl.,: 127,(1859),Trichosanthes integrifolia,Thwaites,2433244,,,,2433262,294213-1,,N,Trichosanthes integrifolia,Trichosanthes integrifolia Thwaites,294213-1,2433244,1859,Trichosanthes integrifolia Thwaites,Trichosanthes integrifolia Thwaites,Trichosanthes integrifolia Thwaites,T.,T. integrifolia,T. integrifolia Thwaites,T. integrifolia Thwaites,T. integrifolia Thwaites
751986,294245-1,Trichosanthes multiloba,Trichosanthes multiloba Miq.,Cucurbitaceae,Species,2434194,294245-1,Species,Accepted,Cucurbitaceae,,Trichosanthes,,multiloba,,,,Miq.,,Ann. Mus. Bot. Lugduno-Batavi, 2: 82,(1865),Trichosanthes multiloba,Miq.,2434194,,,,2433262,294245-1,,N,Trichosanthes multiloba,Trichosanthes multiloba Miq.,294245-1,2434194,1865,Trichosanthes multiloba Miq.,Trichosanthes multiloba Miq.,Trichosanthes multiloba Miq.,T.,T. multiloba,T. multiloba Miq.,T. multiloba Miq.,T. multiloba Miq.
756234,294262-1,Trichosanthes papuana,Trichosanthes papuana F.M.Bailey,Cucurbitaceae,Species,2433388,294262-1,Species,Accepted,Cucurbitaceae,,Trichosanthes,,papuana,,,,F.M.Bailey,,Queensland Agric. J., 7: 349,(1900),Trichosanthes papuana,F.M.Bailey,2433388,,,,2433262,294262-1,,N,Trichosanthes papuana,Trichosanthes papuana F.M.Bailey,294262-1,2433388,1900,Trichosanthes papuana F.M.Bailey,Trichosanthes papuana F.M.Bailey,Trichosanthes papuana F.M.Bailey,T.,T. papuana,T. papuana F.M.Bailey,T. papuana F.M.Bailey,T. papuana F.M.Bailey
463602,660671-1,Trichotosia integra,Trichotosia integra Ridl.,Orchidaceae,Species,208558,660671-1,Species,Accepted,Orchidaceae,,Trichotosia,,integra,,,,Ridl.,,J. Fed. Malay States Mus., 8(4): 104,(1917),Trichotosia integra,Ridl.,208558,,,,208505,660671-1,,Y,Trichotosia integra,Trichotosia integra Ridl.,660671-1,208558,1917,Trichotosia integra Ridl.,Trichotosia integra Ridl.,Trichotosia integra Ridl.,T.,T. integra,T. integra Ridl.,T. integra Ridl.,T. integra Ridl.
416611,522831-1,Trifolium alpestre,Trifolium alpestre L.,Fabaceae,Species,2440599,522831-1,Species,Accepted,Fabaceae,,Trifolium,,alpestre,,,,L.,,"Sp. Pl., ed. 2.",: 1082,(1763),Trifolium alpestre,L.,2440599,,,,2440723,522831-1,,Y,Trifolium alpestre,Trifolium alpestre L.,522831-1,2440599,1763,Trifolium alpestre L.,Trifolium alpestre L.,Trifolium alpestre L.,T.,T. alpestre,T. alpestre L.,T. alpestre L.,T. alpestre L.
407160,522835-1,Trifolium alpinum,Trifolium alpinum L.,Fabaceae,Species,2440608,522835-1,Species,Accepted,Fabaceae,,Trifolium,,alpinum,,,,L.,,Sp. Pl.,: 767,(1753),Trifolium alpinum,L.,2440608,,,,2440723,522835-1,,Y,Trifolium alpinum,Trifolium alpinum L.,522835-1,2440608,1753,Trifolium alpinum L.,Trifolium alpinum L.,Trifolium alpinum L.,T.,T. alpinum,T. alpinum L.,T. alpinum L.,T. alpinum L.
408149,522858-1,Trifolium angustifolium,Trifolium angustifolium L.,Fabaceae,Species,2440640,522858-1,Species,Accepted,Fabaceae,,Trifolium,,angustifolium,,,,L.,,Sp. Pl.,: 769,(1753),Trifolium angustifolium,L.,2440640,,,,2440723,522858-1,,Y,Trifolium angustifolium,Trifolium angustifolium L.,522858-1,2440640,1753,Trifolium angustifolium L.,Trifolium angustifolium L.,Trifolium angustifolium L.,T.,T. angustifolium,T. angustifolium L.,T. angustifolium L.,T. angustifolium L.
415580,522892-1,Trifolium aureum,Trifolium aureum Pollich,Fabaceae,Species,2440847,522892-1,Species,Accepted,Fabaceae,,Trifolium,,aureum,,,,Pollich,,Hist. Pl. Palat., 2: 344,(1777),Trifolium aureum,Pollich,2440847,,,,2440723,522892-1,,Y,Trifolium aureum,Trifolium aureum Pollich,522892-1,2440847,1777,Trifolium aureum Pollich,Trifolium aureum Pollich,Trifolium aureum Pollich,T.,T. aureum,T. aureum Pollich,T. aureum Pollich,T. aureum Pollich
412302,522975-1,Trifolium campestre,Trifolium campestre Schreb.,Fabaceae,Species,2439378,522975-1,Species,Accepted,Fabaceae,,Trifolium,,campestre,,,,Schreb.,J.W.Sturm,Deutschl. Fl. Abbild., 4: 16,(1804),Trifolium campestre,Schreb.,2439378,,,,2440723,522975-1,,Y,Trifolium campestre,Trifolium campestre Schreb.,522975-1,2439378,1804,Trifolium campestre Schreb.,Trifolium campestre Schreb.,Trifolium campestre Schreb.,T.,T. campestre,T. campestre Schreb.,T. campestre Schreb.,T. campestre Schreb.
417646,522977-1,Trifolium canescens,Trifolium canescens Willd.,Fabaceae,Species,2439384,522977-1,Species,Accepted,Fabaceae,,Trifolium,,canescens,,,,Willd.,,"Sp. Pl., ed. 4.", 3: 1369,(1802),Trifolium canescens,Willd.,2439384,,,,2440723,522977-1,,Y,Trifolium canescens,Trifolium canescens Willd.,522977-1,2439384,1802,Trifolium canescens Willd.,Trifolium canescens Willd.,Trifolium canescens Willd.,T.,T. canescens,T. canescens Willd.,T. canescens Willd.,T. canescens Willd.
413297,523024-1,Trifolium clypeatum,Trifolium clypeatum L.,Fabaceae,Species,2439397,523024-1,Species,Accepted,Fabaceae,,Trifolium,,clypeatum,,,,L.,,Sp. Pl.,: 769,(1753),Trifolium clypeatum,L.,2439397,,,,2440723,523024-1,,Y,Trifolium clypeatum,Trifolium clypeatum L.,523024-1,2439397,1753,Trifolium clypeatum L.,Trifolium clypeatum L.,Trifolium clypeatum L.,T.,T. clypeatum,T. clypeatum L.,T. clypeatum L.,T. clypeatum L.
414542,523041-1,Trifolium congestum,Trifolium congestum Guss.,Fabaceae,Species,2439318,523041-1,Species,Accepted,Fabaceae,,Trifolium,,congestum,,,,Guss.,,Cat. Pl. Hort. Reg. Bocc.,: 81,(1821),Trifolium congestum,Guss.,2439318,,,,2440723,523041-1,,Y,Trifolium congestum,Trifolium congestum Guss.,523041-1,2439318,1821,Trifolium congestum Guss.,Trifolium congestum Guss.,Trifolium congestum Guss.,T.,T. congestum,T. congestum Guss.,T. congestum Guss.,T. congestum Guss.
417647,330886-2,Trifolium eriocephalum,Trifolium eriocephalum Nutt.,Fabaceae,Species,2439495,330886-2,Species,Accepted,Fabaceae,,Trifolium,,eriocephalum,,,,Nutt.,J.Torrey & A.Gray,Fl. N. Amer., 1: 313,(1838),Trifolium eriocephalum,Nutt.,2439495,,,,2440723,330886-2,,Y,Trifolium eriocephalum,Trifolium eriocephalum Nutt.,330886-2,2439495,1838,Trifolium eriocephalum Nutt.,Trifolium eriocephalum Nutt.,Trifolium eriocephalum Nutt.,T.,T. eriocephalum,T. eriocephalum Nutt.,T. eriocephalum Nutt.,T. eriocephalum Nutt.
414550,523192-1,Trifolium grandiflorum,Trifolium grandiflorum Schreb.,Fabaceae,Species,2439463,523192-1,Species,Accepted,Fabaceae,,Trifolium,,grandiflorum,,,,Schreb.,,Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur., 3: 477,(1767),Trifolium grandiflorum,Schreb.,2439463,,,,2440723,523192-1,,Y,Trifolium grandiflorum,Trifolium grandiflorum Schreb.,523192-1,2439463,1767,Trifolium grandiflorum Schreb.,Trifolium grandiflorum Schreb.,Trifolium grandiflorum Schreb.,T.,T. grandiflorum,T. grandiflorum Schreb.,T. grandiflorum Schreb.,T. grandiflorum Schreb.
412611,523237-1,Trifolium incarnatum,Trifolium incarnatum L.,Fabaceae,Species,2439160,523237-1,Species,Accepted,Fabaceae,,Trifolium,,incarnatum,,,,L.,,Sp. Pl.,: 769,(1753),Trifolium incarnatum,L.,2439160,,,,2440723,523237-1,,Y,Trifolium incarnatum,Trifolium incarnatum L.,523237-1,2439160,1753,Trifolium incarnatum L.,Trifolium incarnatum L.,Trifolium incarnatum L.,T.,T. incarnatum,T. incarnatum L.,T. incarnatum L.,T. incarnatum L.
414996,523323-1,Trifolium lupinaster,Trifolium lupinaster L.,Fabaceae,Species,2439259,523323-1,Species,Accepted,Fabaceae,,Trifolium,,lupinaster,,,,L.,,Sp. Pl.,: 766,(1753),Trifolium lupinaster,L.,2439259,,,,2440723,523323-1,,Y,Trifolium lupinaster,Trifolium lupinaster L.,523323-1,2439259,1753,Trifolium lupinaster L.,Trifolium lupinaster L.,Trifolium lupinaster L.,T.,T. lupinaster,T. lupinaster L.,T. lupinaster L.,T. lupinaster L.
410705,523500-1,Trifolium pallidum,Trifolium pallidum Waldst. & Kit.,Fabaceae,Species,2439817,523500-1,Species,Accepted,Fabaceae,,Trifolium,,pallidum,,,,Waldst. & Kit.,,Descr. Icon. Pl. Hung., 1: 35,(1801),Trifolium pallidum,Waldst. & Kit.,2439817,,,,2440723,523500-1,,Y,Trifolium pallidum,Trifolium pallidum Waldst. & Kit.,523500-1,2439817,1801,Trifolium pallidum Waldst. & Kit.,Trifolium pallidum Waldst. & Kit.,Trifolium pallidum Waldst. & Kit.,T.,T. pallidum,T. pallidum Waldst. & Kit.,T. pallidum Waldst. & Kit.,T. pallidum Waldst. & Kit.
416694,523524-1,Trifolium pauciflorum,Trifolium pauciflorum d'Urv.,Fabaceae,Species,2439868,523524-1,Species,Accepted,Fabaceae,,Trifolium,,pauciflorum,,,,d'Urv.,,Mém. Soc. Linn. Paris, 1: 350,(1822),Trifolium pauciflorum,d'Urv.,2439868,,,,2440723,523524-1,,Y,Trifolium pauciflorum,Trifolium pauciflorum d'Urv.,523524-1,2439868,1822,Trifolium pauciflorum d'Urv.,Trifolium pauciflorum d'Urv.,Trifolium pauciflorum d'Urv.,T.,T. pauciflorum,T. pauciflorum d'Urv.,T. pauciflorum d'Urv.,T. pauciflorum d'Urv.
415938,523568-1,Trifolium polyphyllum,Trifolium polyphyllum C.A.Mey.,Fabaceae,Species,2440061,523568-1,Species,Accepted,Fabaceae,,Trifolium,,polyphyllum,,,,C.A.Mey.,,Verz. Pfl. Casp. Meer.,: 139,(1831),Trifolium polyphyllum,C.A.Mey.,2440061,,,,2440723,523568-1,,Y,Trifolium polyphyllum,Trifolium polyphyllum C.A.Mey.,523568-1,2440061,1831,Trifolium polyphyllum C.A.Mey.,Trifolium polyphyllum C.A.Mey.,Trifolium polyphyllum C.A.Mey.,T.,T. polyphyllum,T. polyphyllum C.A.Mey.,T. polyphyllum C.A.Mey.,T. polyphyllum C.A.Mey.
412615,316259-2,Trifolium reflexum,Trifolium reflexum L.,Fabaceae,Species,2439999,316259-2,Species,Accepted,Fabaceae,,Trifolium,,reflexum,,,,L.,,Sp. Pl.,: 766,(1753),Trifolium reflexum,L.,2439999,,,,2440723,316259-2,,Y,Trifolium reflexum,Trifolium reflexum L.,316259-2,2439999,1753,Trifolium reflexum L.,Trifolium reflexum L.,Trifolium reflexum L.,T.,T. reflexum,T. reflexum L.,T. reflexum L.,T. reflexum L.
407252,523712-1,Trifolium spadiceum,Trifolium spadiceum L.,Fabaceae,Species,2439577,523712-1,Species,Accepted,Fabaceae,,Trifolium,,spadiceum,,,,L.,,Fl. Suec.,", ed. 2: 261",(1755),Trifolium spadiceum,L.,2439577,,,,2440723,523712-1,,Y,Trifolium spadiceum,Trifolium spadiceum L.,523712-1,2439577,1755,Trifolium spadiceum L.,Trifolium spadiceum L.,Trifolium spadiceum L.,T.,T. spadiceum,T. spadiceum L.,T. spadiceum L.,T. spadiceum L.
410030,523728-1,Trifolium squarrosum,Trifolium squarrosum L.,Fabaceae,Species,2439605,523728-1,Species,Accepted,Fabaceae,,Trifolium,,squarrosum,,,,L.,,Sp. Pl.,: 768,(1753),Trifolium squarrosum,L.,2439605,,,,2440723,523728-1,,Y,Trifolium squarrosum,Trifolium squarrosum L.,523728-1,2439605,1753,Trifolium squarrosum L.,Trifolium squarrosum L.,Trifolium squarrosum L.,T.,T. squarrosum,T. squarrosum L.,T. squarrosum L.,T. squarrosum L.
