,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_id,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
878161,77230169-1,Ficus concinna var. concinna,Ficus concinna var. concinna,Moraceae,Variety,Ficus concinna,Ficus concinna (Miq.) Miq.,2810002,852645-1,Species,2812447,853775-1,Species,Synonym,Moraceae,,Ficus,,subpedunculata,,,,Miq.,,Ann. Mus. Bot. Lugduno-Batavi, 3: 217,(1867),,,,,Ficus subpedunculata,Miq.,3264465,,,,,853775-1,,N,Ficus concinna,Ficus concinna (Miq.) Miq.,852645-1,2810002,Ficus subpedunculata Miq.,Ficus subpedunculata Miq.,Ficus subpedunculata Miq.,F.,F. subpedunculata,F. subpedunculata Miq.,F. subpedunculata Miq.,F. subpedunculata Miq.
878223,77225428-1,Searsia laevigata f. laevigata,Searsia laevigata f. laevigata,Anacardiaceae,Form,Searsia laevigata,Searsia laevigata (L.) F.A.Barkley,2479818,71176-1,Species,2422971,,Species,Illegitimate,Anacardiaceae,,Rhus,,incana,,,,Engl.,A.L.P.P.de Candolle & A.C.P.de Candolle,Monogr. Phan., 4: 428,(1883),", nom. illeg.",,,,Rhus incana,Engl.,3259183,,,,,2422971-4,,N,Searsia laevigata,Searsia laevigata (L.) F.A.Barkley,71176-1,2479818,Rhus incana Engl.,Rhus incana Engl.,Rhus incana Engl.,R.,R. incana,R. incana Engl.,R. incana Engl.,R. incana Engl.
880256,95653-2,Erioneuron pilosum,Erioneuron pilosum (Buckley) Nash,Poaceae,Species,Erioneuron,Erioneuron Nash,451492,295912-2,Genus,449392,261515-2,Species,Synonym,Poaceae,,Uralepis,,pilosa,,,,Buckley,,Proc. Acad. Nat. Sci. Philadelphia, 14: 94,(1862 publ. 1863),,,,,Uralepis pilosa,Buckley,413923,,,T,,261515-2,,Y,Erioneuron pilosum,Erioneuron pilosum (Buckley) Nash,95653-2,413923,Uralepis pilosa Buckley,Uralepis pilosa Buckley,Uralepis pilosa Buckley,U.,U. pilosa,U. pilosa Buckley,U. pilosa Buckley,U. pilosa Buckley
880557,73804-1,Meiogyne hainanensis,Meiogyne hainanensis (Merr.) Bân,Annonaceae,Species,Meiogyne,Meiogyne Miq.,2364499,2068-1,Genus,2813119,,Species,Illegitimate,Annonaceae,,Fissistigma,,maclurei,,,,Merr.,,Philipp. J. Sci., 23: 241,(1923),", nom. illeg.",,,,Fissistigma maclurei,Merr.,2364491,,,T,,2813119-4,,N,Meiogyne hainanensis,Meiogyne hainanensis (Merr.) Bân,73804-1,2364491,Fissistigma maclurei Merr.,Fissistigma maclurei Merr.,Fissistigma maclurei Merr.,F.,F. maclurei,F. maclurei Merr.,F. maclurei Merr.,F. maclurei Merr.
880892,77231510-1,Crataegus pruinosa var. pruinosa,Crataegus pruinosa var. pruinosa,Rosaceae,Variety,Crataegus pruinosa,Crataegus pruinosa (H.L.Wendl.) K.Koch,2946927,77085498-1,Species,2946866,,Species,Synonym,Rosaceae,,Crataegus,,placiva,,,,Sarg.,,Bull. New York State Mus. Nat. Hist., 122: 46,(1908),,,,,Crataegus placiva,Sarg.,3265866,,,,,2946866-4,,N,Crataegus pruinosa,Crataegus pruinosa (H.L.Wendl.) K.Koch,77085498-1,2946927,Crataegus placiva Sarg.,Crataegus placiva Sarg.,Crataegus placiva Sarg.,C.,C. placiva,C. placiva Sarg.,C. placiva Sarg.,C. placiva Sarg.
881097,332836-1,Rhododendron maddenii,Rhododendron maddenii Hook.f.,Ericaceae,Species,Rhododendron,Rhododendron L.,2419078,327085-2,Genus,2418051,332826-1,Species,Illegitimate,Ericaceae,,Rhododendron,,macranthum,,,,Griff.,,Not. Pl. Asiat., 4: 303,(1854),", nom. illeg.",,,,Rhododendron macranthum,Griff.,2418038,,,,,332826-1,,N,Rhododendron maddenii,Rhododendron maddenii Hook.f.,332836-1,2418038,Rhododendron macranthum Griff.,Rhododendron macranthum Griff.,Rhododendron macranthum Griff.,R.,R. macranthum,R. macranthum Griff.,R. macranthum Griff.,R. macranthum Griff.
881148,77226382-1,Tilia platyphyllos subsp. platyphyllos,Tilia platyphyllos subsp. platyphyllos,Malvaceae,Subspecies,Tilia platyphyllos,Tilia platyphyllos Scop.,2517523,332109-2,Species,2518204,,Species,Synonym,Malvaceae,,Tilia,,angulata,,,,Hayne ex Bayer,,Verh. K. K. Zool.-Bot. Ges. Wien, 12: 33,(1862),,,,,Tilia angulata,Hayne ex Bayer,3259864,,,,,2518204-4,,N,Tilia platyphyllos,Tilia platyphyllos Scop.,332109-2,2517523,Tilia angulata Hayne ex Bayer,Tilia angulata Hayne ex Bayer,Tilia angulata Hayne ex Bayer,T.,T. angulata,T. angulata Hayne ex Bayer,T. angulata Hayne ex Bayer,T. angulata Hayne ex Bayer
881149,979153-1,Reynoutria forbesii,Reynoutria forbesii (Hance) T.Yamaz.,Polygonaceae,Species,Reynoutria,Reynoutria Houtt.,2428744,30017840-2,Genus,2574247,,Species,Synonym,Polygonaceae,,Polygonum,,yunnanense,,,,H.Lév.,,Repert. Spec. Nov. Regni Veg., 6: 112,(1908),,,,,Polygonum yunnanense,H.Lév.,2425421,,,,,2574247-4,,N,Reynoutria forbesii,Reynoutria forbesii (Hance) T.Yamaz.,979153-1,2425421,Polygonum yunnanense H.Lév.,Polygonum yunnanense H.Lév.,Polygonum yunnanense H.Lév.,P.,P. yunnanense,P. yunnanense H.Lév.,P. yunnanense H.Lév.,P. yunnanense H.Lév.
882116,195994-2,Picrasma crenata,Picrasma crenata (Vell.) Engl.,Simaroubaceae,Species,Picrasma,Picrasma Blume,2549080,38227-1,Genus,2549062,,Species,Synonym,Simaroubaceae,,Picrasma,,palo-amargo,,,,Speg.,,Anales Soc. Rural Argent., 1910: 339,(1910),,,,,Picrasma palo-amargo,Speg.,2549063,,,,,2549062-4,,N,Picrasma crenata,Picrasma crenata (Vell.) Engl.,195994-2,2549063,Picrasma palo-amargo Speg.,Picrasma palo-amargo Speg.,Picrasma palo-amargo Speg.,P.,P. palo-amargo,P. palo-amargo Speg.,P. palo-amargo Speg.,P. palo-amargo Speg.
882117,195994-2,Picrasma crenata,Picrasma crenata (Vell.) Engl.,Simaroubaceae,Species,Picrasma,Picrasma Blume,2549080,38227-1,Genus,2549070,,Species,Synonym,Simaroubaceae,,Picrasma,,palo-amargo,,,,Speg.,,Physis (Buenos Aires), 3: 173,(1917),,,,,Picrasma palo-amargo,Speg.,2549063,,,,,2549070-4,,N,Picrasma crenata,Picrasma crenata (Vell.) Engl.,195994-2,2549063,Picrasma palo-amargo Speg.,Picrasma palo-amargo Speg.,Picrasma palo-amargo Speg.,P.,P. palo-amargo,P. palo-amargo Speg.,P. palo-amargo Speg.,P. palo-amargo Speg.
882315,60445117-2,Yucca schidigera,Yucca schidigera Roezl ex Ortgies,Asparagaceae,Species,Yucca,Yucca L.,291639,30003895-2,Genus,291650,77248507-1,Species,Illegitimate,Asparagaceae,,Yucca,,mohavensis,,,,Sarg.,,Man. Trees,", ed. 2: 113",(1922),", nom. illeg.",,,,Yucca mohavensis,Sarg.,309930,,,,,77248507-1,,Y,Yucca schidigera,Yucca schidigera Roezl ex Ortgies,60445117-2,309930,Yucca mohavensis Sarg.,Yucca mohavensis Sarg.,Yucca mohavensis Sarg.,Y.,Y. mohavensis,Y. mohavensis Sarg.,Y. mohavensis Sarg.,Y. mohavensis Sarg.
884154,77229220-1,Dianthus sylvestris subsp. sylvestris,Dianthus sylvestris subsp. sylvestris,Caryophyllaceae,Subspecies,Dianthus sylvestris,Dianthus sylvestris Wulfen,2765016,153945-1,Species,2764425,,Species,Synonym,Caryophyllaceae,,Dianthus,,juratensis,,,,Jord.,P.C.Billot,Annot. Fl. France Allemagne,: 47,(1855),,,,,Dianthus juratensis,Jord.,3263582,,,,,2764425-4,,N,Dianthus sylvestris,Dianthus sylvestris Wulfen,153945-1,2765016,Dianthus juratensis Jord.,Dianthus juratensis Jord.,Dianthus juratensis Jord.,D.,D. juratensis,D. juratensis Jord.,D. juratensis Jord.,D. juratensis Jord.
884155,77229220-1,Dianthus sylvestris subsp. sylvestris,Dianthus sylvestris subsp. sylvestris,Caryophyllaceae,Subspecies,Dianthus sylvestris,Dianthus sylvestris Wulfen,2765016,153945-1,Species,2764426,,Species,Synonym,Caryophyllaceae,,Dianthus,,juratensis,,,,Jord.,C.T.A.Jordan & J.P.Fourreau,Icon. Fl. Eur., 3: 32,(1903),,,,,Dianthus juratensis,Jord.,3263582,,,,,2764426-4,,N,Dianthus sylvestris,Dianthus sylvestris Wulfen,153945-1,2765016,Dianthus juratensis Jord.,Dianthus juratensis Jord.,Dianthus juratensis Jord.,D.,D. juratensis,D. juratensis Jord.,D. juratensis Jord.,D. juratensis Jord.
886128,77168824-1,Racinaea spiculosa var. spiculosa,Racinaea spiculosa var. spiculosa,Bromeliaceae,Variety,Racinaea spiculosa,Racinaea spiculosa (Griseb.) M.A.Spencer & L.B.Sm.,260667,970613-1,Species,269367,125389-1,Species,Illegitimate,Bromeliaceae,,Tillandsia,,micrantha,,,,Baker,,Bull. Torrey Bot. Club, 29: 698,(1902),", nom. illeg.",,,,Tillandsia micrantha,Baker,260669,,,,,125389-1,,Y,Racinaea spiculosa,Racinaea spiculosa (Griseb.) M.A.Spencer & L.B.Sm.,970613-1,260667,Tillandsia micrantha Baker,Tillandsia micrantha Baker,Tillandsia micrantha Baker,T.,T. micrantha,T. micrantha Baker,T. micrantha Baker,T. micrantha Baker
886566,909944-1,Allocasuarina fraseriana,Allocasuarina fraseriana (Miq.) L.A.S.Johnson,Casuarinaceae,Species,Allocasuarina,Allocasuarina L.A.S.Johnson,382111,893125-1,Genus,382666,159947-1,Species,Illegitimate,Casuarinaceae,,Casuarina,,torulosa,,,,Miq.,J.G.C.Lehmann,Pl. Preiss., 1: 639,(1845),", nom. illeg.",,,,Casuarina torulosa,Miq.,382136,,,,,159947-1,,Y,Allocasuarina fraseriana,Allocasuarina fraseriana (Miq.) L.A.S.Johnson,909944-1,382136,Casuarina torulosa Miq.,Casuarina torulosa Miq.,Casuarina torulosa Miq.,C.,C. torulosa,C. torulosa Miq.,C. torulosa Miq.,C. torulosa Miq.
888017,71275-1,Semecarpus nigroviridis,Semecarpus nigroviridis Thwaites,Anacardiaceae,Species,Semecarpus,Semecarpus L.f.,2479715,1913-1,Genus,2479938,71283-1,Species,Synonym,Anacardiaceae,,Semecarpus,,obscurus,,,,Thwaites,,Enum. Pl. Zeyl.,: 76,(1858),,,,,Semecarpus obscurus,Thwaites,2479964,,,,,71283-1,,N,Semecarpus nigroviridis,Semecarpus nigroviridis Thwaites,71275-1,2479964,Semecarpus obscurus Thwaites,Semecarpus obscurus Thwaites,Semecarpus obscurus Thwaites,S.,S. obscurus,S. obscurus Thwaites,S. obscurus Thwaites,S. obscurus Thwaites
889874,46635-2,Carex microchaeta subsp. nesophila,Carex microchaeta subsp. nesophila (Holm) D.F.Murray,Cyperaceae,Subspecies,Carex microchaeta,Carex microchaeta Holm,228632,46633-2,Species,486447,77238172-1,Species,Illegitimate,Cyperaceae,,Carex,,leptosaccus,,,,C.B.Clarke,,"J. Linn. Soc., Bot.", 35: 404,(1903),", nom. illeg.",,,,Carex leptosaccus,C.B.Clarke,228634,,,,,77238172-1,,Y,Carex microchaeta,Carex microchaeta Holm,46633-2,228632,Carex leptosaccus C.B.Clarke,Carex leptosaccus C.B.Clarke,Carex leptosaccus C.B.Clarke,C.,C. leptosaccus,C. leptosaccus C.B.Clarke,C. leptosaccus C.B.Clarke,C. leptosaccus C.B.Clarke
890411,975466-1,Ruschia intricata,Ruschia intricata (N.E.Br.) H.E.K.Hartmann & Stüber,Aizoaceae,Species,Ruschia,Ruschia Schwantes,2420435,16337-1,Genus,2423272,58042-1,Species,Synonym,Aizoaceae,,Ruschia,,persistens,,,,L.Bolus,,Notes Mesembryanthemum, 2: 334,(1932),,,,,Ruschia persistens,L.Bolus,2423185,,,,,58042-1,,N,Ruschia intricata,Ruschia intricata (N.E.Br.) H.E.K.Hartmann & Stüber,975466-1,2423185,Ruschia persistens L.Bolus,Ruschia persistens L.Bolus,Ruschia persistens L.Bolus,R.,R. persistens,R. persistens L.Bolus,R. persistens L.Bolus,R. persistens L.Bolus
890591,332836-1,Rhododendron maddenii,Rhododendron maddenii Hook.f.,Ericaceae,Species,Rhododendron,Rhododendron L.,2419078,327085-2,Genus,2418049,,Species,Illegitimate,Ericaceae,,Rhododendron,,macranthum,,,,Griff.,,Itin. Pl. Khasyah Mts.,: 144,(1848),", nom. illeg.",,,,Rhododendron macranthum,Griff.,2418038,,,,,2418049-4,,N,Rhododendron maddenii,Rhododendron maddenii Hook.f.,332836-1,2418038,Rhododendron macranthum Griff.,Rhododendron macranthum Griff.,Rhododendron macranthum Griff.,R.,R. macranthum,R. macranthum Griff.,R. macranthum Griff.,R. macranthum Griff.
890799,77224077-1,Pimpinella saxifraga subsp. saxifraga,Pimpinella saxifraga subsp. saxifraga,Apiaceae,Subspecies,Pimpinella saxifraga,Pimpinella saxifraga L.,2402811,847025-1,Species,2403225,,Species,Illegitimate,Apiaceae,,Pimpinella,,media,,,,Spreng.,J.J.Roemer & J.A.Schultes,"Syst. Veg., ed. 15[bis].", 6: 837,(1820),", nom. illeg.",,,,Pimpinella media,Spreng.,3257974,,,,,2403225-4,,N,Pimpinella saxifraga,Pimpinella saxifraga L.,847025-1,2402811,Pimpinella media Spreng.,Pimpinella media Spreng.,Pimpinella media Spreng.,P.,P. media,P. media Spreng.,P. media Spreng.,P. media Spreng.
891617,130283-1,Cereus hexagonus,Cereus hexagonus (L.) Mill.,Cactaceae,Species,Cereus,Cereus Mill.,2711512,60437289-2,Genus,2711996,,Species,Synonym,Cactaceae,,Cereus,,karstenii,,,,Salm-Dyck,,Cact. Hort. Dyck.,", ed. 2: 207",(1850),,,,,Cereus karstenii,Salm-Dyck,2711937,,,,,2711996-4,,N,Cereus hexagonus,Cereus hexagonus (L.) Mill.,130283-1,2711937,Cereus karstenii Salm-Dyck,Cereus karstenii Salm-Dyck,Cereus karstenii Salm-Dyck,C.,C. karstenii,C. karstenii Salm-Dyck,C. karstenii Salm-Dyck,C. karstenii Salm-Dyck
891618,130283-1,Cereus hexagonus,Cereus hexagonus (L.) Mill.,Cactaceae,Species,Cereus,Cereus Mill.,2711512,60437289-2,Genus,2711997,130342-1,Species,Synonym,Cactaceae,,Cereus,,karstenii,,,,Salm-Dyck,,Cact. Hort. Dyck.,", ed. 2: 218",(1850),,,,,Cereus karstenii,Salm-Dyck,2711937,,,,,130342-1,,N,Cereus hexagonus,Cereus hexagonus (L.) Mill.,130283-1,2711937,Cereus karstenii Salm-Dyck,Cereus karstenii Salm-Dyck,Cereus karstenii Salm-Dyck,C.,C. karstenii,C. karstenii Salm-Dyck,C. karstenii Salm-Dyck,C. karstenii Salm-Dyck
892401,77231510-1,Crataegus pruinosa var. pruinosa,Crataegus pruinosa var. pruinosa,Rosaceae,Variety,Crataegus pruinosa,Crataegus pruinosa (H.L.Wendl.) K.Koch,2946927,77085498-1,Species,2946865,,Species,Synonym,Rosaceae,,Crataegus,,placiva,,,,Sarg.,,Ontario Nat. Sci. Bull., 4: 22,(1908),,,,,Crataegus placiva,Sarg.,3265866,,,,,2946865-4,,N,Crataegus pruinosa,Crataegus pruinosa (H.L.Wendl.) K.Koch,77085498-1,2946927,Crataegus placiva Sarg.,Crataegus placiva Sarg.,Crataegus placiva Sarg.,C.,C. placiva,C. placiva Sarg.,C. placiva Sarg.,C. placiva Sarg.
892778,17045950-1,Asplenium lastii,Asplenium lastii C.Chr.,Aspleniaceae,Species,Asplenium,Asplenium L.,3189810,328226-2,Genus,3268591,,Species,Illegitimate,Aspleniaceae,,Asplenium,,longisorum,,,,Baker,,J. Bot., 1898: 4,(1898),", nom. illeg.",,,,Asplenium longisorum,Baker,3147516,,,T,,3268591-4,,N,Asplenium lastii,Asplenium lastii C.Chr.,17045950-1,3147516,Asplenium longisorum Baker,Asplenium longisorum Baker,Asplenium longisorum Baker,A.,A. longisorum,A. longisorum Baker,A. longisorum Baker,A. longisorum Baker
893292,60445117-2,Yucca schidigera,Yucca schidigera Roezl ex Ortgies,Asparagaceae,Species,Yucca,Yucca L.,291639,30003895-2,Genus,291651,270386-2,Species,Synonym,Asparagaceae,,Yucca,,mohavensis,,,,Sarg.,,Gard. & Forest, 9: 104,(1896),,,,,Yucca mohavensis,Sarg.,309930,,,,,270386-2,,Y,Yucca schidigera,Yucca schidigera Roezl ex Ortgies,60445117-2,309930,Yucca mohavensis Sarg.,Yucca mohavensis Sarg.,Yucca mohavensis Sarg.,Y.,Y. mohavensis,Y. mohavensis Sarg.,Y. mohavensis Sarg.,Y. mohavensis Sarg.
894845,80534-1,Ochrosia oppositifolia,Ochrosia oppositifolia (Lam.) K.Schum.,Apocynaceae,Species,Ochrosia,Ochrosia Juss.,136688,2461-1,Genus,37157,77239103-1,Species,Illegitimate,Apocynaceae,,Cerbera,,fruticosa,,,,Roxb.,,Fl. Ind., 2: 526,(1824),", nom. illeg.",,,,Cerbera fruticosa,Roxb.,136743,,,,,77239103-1,,Y,Ochrosia oppositifolia,Ochrosia oppositifolia (Lam.) K.Schum.,80534-1,136743,Cerbera fruticosa Roxb.,Cerbera fruticosa Roxb.,Cerbera fruticosa Roxb.,C.,C. fruticosa,C. fruticosa Roxb.,C. fruticosa Roxb.,C. fruticosa Roxb.
894970,71494-1,Spondias purpurea,Spondias purpurea L.,Anacardiaceae,Species,Spondias,Spondias L.,2480478,1922-1,Genus,2480719,,Species,Illegitimate,Anacardiaceae,,Spondias,,myrobalanus,,,,L.,,Fl. Jam.,: 16,(1759),", nom. illeg.",,,,Spondias myrobalanus,L.,2480722,,,T,,2480719-4,,N,Spondias purpurea,Spondias purpurea L.,71494-1,2480722,Spondias myrobalanus L.,Spondias myrobalanus L.,Spondias myrobalanus L.,S.,S. myrobalanus,S. myrobalanus L.,S. myrobalanus L.,S. myrobalanus L.
895623,283764-1,Erysimum diffusum,Erysimum diffusum Ehrh.,Brassicaceae,Species,Erysimum,Erysimum Tourn. ex L.,2799691,329617-2,Genus,2716613,,Species,Synonym,Brassicaceae,,Cheirinia,,canescens,,,,Link,,Enum. Hort. Berol. Alt., 2: 171,(1822),,,,,Cheirinia canescens,Link,2799981,,,,,2716613-4,,N,Erysimum diffusum,Erysimum diffusum Ehrh.,283764-1,2799981,Cheirinia canescens Link,Cheirinia canescens Link,Cheirinia canescens Link,C.,C. canescens,C. canescens Link,C. canescens Link,C. canescens Link
895888,77231236-1,Hibbertia glomerosa var. glomerosa,Hibbertia glomerosa var. glomerosa,Dilleniaceae,Variety,Hibbertia glomerosa,Hibbertia glomerosa (Benth.) F.Muell.,2849187,316960-1,Species,2849080,,Species,Synonym,Dilleniaceae,,Hibbertia,,benthamii,,,,F.Muell.,,Fragm., 4: 116,(1864),,,,,Hibbertia benthamii,F.Muell.,3265191,,,,,2849080-4,,N,Hibbertia glomerosa,Hibbertia glomerosa (Benth.) F.Muell.,316960-1,2849187,Hibbertia benthamii F.Muell.,Hibbertia benthamii F.Muell.,Hibbertia benthamii F.Muell.,H.,H. benthamii,H. benthamii F.Muell.,H. benthamii F.Muell.,H. benthamii F.Muell.
896666,437688-1,Gladiolus ochroleucus,Gladiolus ochroleucus Baker,Iridaceae,Species,Gladiolus,Gladiolus Tourn. ex L.,328157,30066908-2,Genus,328541,437561-1,Species,Synonym,Iridaceae,,Gladiolus,,kirkii,,,,Baker,,Gard. Chron.,", ser. 3, 8: 524",(1890),,,,,Gladiolus kirkii,Baker,328692,,,,,437561-1,,Y,Gladiolus ochroleucus,Gladiolus ochroleucus Baker,437688-1,328692,Gladiolus kirkii Baker,Gladiolus kirkii Baker,Gladiolus kirkii Baker,G.,G. kirkii,G. kirkii Baker,G. kirkii Baker,G. kirkii Baker
897125,118788-1,Microula sikkimensis,Microula sikkimensis (C.B.Clarke) Hemsl.,Boraginaceae,Species,Microula,Microula Benth.,2357795,4685-1,Genus,2437789,,Species,Synonym,Boraginaceae,,Tretocarya,,sikkimensis,,,,Oliv.,,Hooker's Icon. Pl., 23: t. 2255,(1893),,,,,Tretocarya sikkimensis,Oliv.,2357811,,,,,2437789-4,,N,Microula sikkimensis,Microula sikkimensis (C.B.Clarke) Hemsl.,118788-1,2357811,Tretocarya sikkimensis Oliv.,Tretocarya sikkimensis Oliv.,Tretocarya sikkimensis Oliv.,T.,T. sikkimensis,T. sikkimensis Oliv.,T. sikkimensis Oliv.,T. sikkimensis Oliv.
897127,118788-1,Microula sikkimensis,Microula sikkimensis (C.B.Clarke) Hemsl.,Boraginaceae,Species,Microula,Microula Benth.,2357795,4685-1,Genus,2437781,121218-1,Species,Synonym,Boraginaceae,,Tretocarya,,sikkimensis,,,,Oliv.,,Hooker's Icon. Pl., 23: t. 2255,(1894),,,,,Tretocarya sikkimensis,Oliv.,2357811,,,,,121218-1,,N,Microula sikkimensis,Microula sikkimensis (C.B.Clarke) Hemsl.,118788-1,2357811,Tretocarya sikkimensis Oliv.,Tretocarya sikkimensis Oliv.,Tretocarya sikkimensis Oliv.,T.,T. sikkimensis,T. sikkimensis Oliv.,T. sikkimensis Oliv.,T. sikkimensis Oliv.
897299,137893-2,Lepechinia salviae,Lepechinia salviae (Lindl.) Epling,Lamiaceae,Species,Lepechinia,Lepechinia Willd.,110751,20971-1,Genus,88581,447204-1,Species,Synonym,Lamiaceae,,Gardoquia,,salviifolia,,,,Colla,,Herb. Pedem., 4: 469,(1835),,,,,Gardoquia salviifolia,Colla,110797,,,,,447204-1,,Y,Lepechinia salviae,Lepechinia salviae (Lindl.) Epling,137893-2,110797,Gardoquia salviifolia Colla,Gardoquia salviifolia Colla,Gardoquia salviifolia Colla,G.,G. salviifolia,G. salviifolia Colla,G. salviifolia Colla,G. salviifolia Colla
898815,60444752-2,Geranium pusillum,Geranium pusillum L.,Geraniaceae,Species,Geranium,Geranium Tourn. ex L.,2822758,327764-2,Genus,2823146,,Species,Synonym,Geraniaceae,,Geranium,,delicatulum,,,,Ten. & Guss.,M.Tenore,Fl. Napol., 5: 84,(1836),,,,,Geranium delicatulum,Ten. & Guss.,2823887,,,,,2823146-4,,N,Geranium pusillum,Geranium pusillum L.,60444752-2,2823887,Geranium delicatulum Ten. & Guss.,Geranium delicatulum Ten. & Guss.,Geranium delicatulum Ten. & Guss.,G.,G. delicatulum,G. delicatulum Ten. & Guss.,G. delicatulum Ten. & Guss.,G. delicatulum Ten. & Guss.
899237,60444752-2,Geranium pusillum,Geranium pusillum L.,Geraniaceae,Species,Geranium,Geranium Tourn. ex L.,2822758,327764-2,Genus,2823147,,Species,Synonym,Geraniaceae,,Geranium,,delicatulum,,,,Ten. & Guss.,M.Tenore,Fl. Napol., 5: xii,(1836),,,,,Geranium delicatulum,Ten. & Guss.,2823887,,,,,2823147-4,,N,Geranium pusillum,Geranium pusillum L.,60444752-2,2823887,Geranium delicatulum Ten. & Guss.,Geranium delicatulum Ten. & Guss.,Geranium delicatulum Ten. & Guss.,G.,G. delicatulum,G. delicatulum Ten. & Guss.,G. delicatulum Ten. & Guss.,G. delicatulum Ten. & Guss.
899406,82189-1,Tabernaemontana linkii,Tabernaemontana linkii A.DC.,Apocynaceae,Species,Tabernaemontana,Tabernaemontana Plum. ex L.,200545,328993-2,Genus,200586,82018-1,Species,Synonym,Apocynaceae,,Tabernaemontana,,benthamiana,,,,Müll.Arg.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 6(1): 80,(1860),,,,,Tabernaemontana benthamiana,Müll.Arg.,200776,,,,,82018-1,,Y,Tabernaemontana linkii,Tabernaemontana linkii A.DC.,82189-1,200776,Tabernaemontana benthamiana Müll.Arg.,Tabernaemontana benthamiana Müll.Arg.,Tabernaemontana benthamiana Müll.Arg.,T.,T. benthamiana,T. benthamiana Müll.Arg.,T. benthamiana Müll.Arg.,T. benthamiana Müll.Arg.
900607,782206-1,Cardiospermum halicacabum,Cardiospermum halicacabum L.,Sapindaceae,Species,Cardiospermum,Cardiospermum L.,2700753,36316-1,Genus,2700778,,Species,Synonym,Sapindaceae,,Cardiospermum,,corycodes,,,,Kunze,,Linnaea, 17: 579,(1843),,,,,Cardiospermum corycodes,Kunze,2700789,,,,,2700778-4,,N,Cardiospermum halicacabum,Cardiospermum halicacabum L.,782206-1,2700789,Cardiospermum corycodes Kunze,Cardiospermum corycodes Kunze,Cardiospermum corycodes Kunze,C.,C. corycodes,C. corycodes Kunze,C. corycodes Kunze,C. corycodes Kunze
900608,782206-1,Cardiospermum halicacabum,Cardiospermum halicacabum L.,Sapindaceae,Species,Cardiospermum,Cardiospermum L.,2700753,36316-1,Genus,2700779,,Species,Synonym,Sapindaceae,,Cardiospermum,,corycodes,,,,Kunze,,Linnaea, 18: 359,(1844),,,,,Cardiospermum corycodes,Kunze,2700789,,,,,2700779-4,,N,Cardiospermum halicacabum,Cardiospermum halicacabum L.,782206-1,2700789,Cardiospermum corycodes Kunze,Cardiospermum corycodes Kunze,Cardiospermum corycodes Kunze,C.,C. corycodes,C. corycodes Kunze,C. corycodes Kunze,C. corycodes Kunze
901132,254188-1,Taraxacum ostenfeldii,Taraxacum ostenfeldii Raunk.,Asteraceae,Species,Taraxacum,Taraxacum F.H.Wigg.,3134293,328762-2,Genus,3060102,253247-1,Species,Synonym,Asteraceae,,Taraxacum,,duplidens,,,,H.Lindb.,,Acta Soc. Fauna Fl. Fenn., 29(9): 38,(1907),,,,,Taraxacum duplidens,H.Lindb.,3060104,,,,,253247-1,,N,Taraxacum ostenfeldii,Taraxacum ostenfeldii Raunk.,254188-1,3060104,Taraxacum duplidens H.Lindb.,Taraxacum duplidens H.Lindb.,Taraxacum duplidens H.Lindb.,T.,T. duplidens,T. duplidens H.Lindb.,T. duplidens H.Lindb.,T. duplidens H.Lindb.
901133,254188-1,Taraxacum ostenfeldii,Taraxacum ostenfeldii Raunk.,Asteraceae,Species,Taraxacum,Taraxacum F.H.Wigg.,3134293,328762-2,Genus,3060103,253248-1,Species,Synonym,Asteraceae,,Taraxacum,,duplidens,,,,H.Lindb.,,Exsicc. (Pl. Finland.), 21-42: 126,(1944),,,,,Taraxacum duplidens,H.Lindb.,3060104,,,,,253248-1,,N,Taraxacum ostenfeldii,Taraxacum ostenfeldii Raunk.,254188-1,3060104,Taraxacum duplidens H.Lindb.,Taraxacum duplidens H.Lindb.,Taraxacum duplidens H.Lindb.,T.,T. duplidens,T. duplidens H.Lindb.,T. duplidens H.Lindb.,T. duplidens H.Lindb.
