,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_id,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
1200916,424206-1,Themeda quadrivalvis,Themeda quadrivalvis (L.) Kuntze,Poaceae,Species,Themeda,Themeda Forssk.,446384,19125-1,Genus,392975,77235692-1,Species,Illegitimate,Poaceae,,Andropogon,,nutans,,,,L.,,Mant. Pl., 2: 303,(1771),", nom. illeg.",,,,Andropogon nutans,L.,446458,,,,,77235692-1,,Y,Themeda quadrivalvis,Themeda quadrivalvis (L.) Kuntze,424206-1,446458,Andropogon nutans L.,Andropogon nutans L.,Andropogon nutans L.,A.,A. nutans,A. nutans L.,A. nutans L.,A. nutans L.
1073637,240823-2,Sorghastrum nutans,Sorghastrum nutans (L.) Nash,Poaceae,Species,Sorghastrum,Sorghastrum Nash,443177,295110-2,Genus,392974,12968-2,Species,Synonym,Poaceae,,Andropogon,,nutans,,,,L.,,Sp. Pl.,: 1045,(1753),,,,,Andropogon nutans,L.,443203,,,T,,12968-2,,Y,Sorghastrum nutans,Sorghastrum nutans (L.) Nash,240823-2,443203,Andropogon nutans L.,Andropogon nutans L.,Andropogon nutans L.,A.,A. nutans,A. nutans L.,A. nutans L.,A. nutans L.
1088269,17020500-1,Anemia gardneri,Anemia gardneri Hook.,Schizaeaceae,Species,Anemia,Anemia Sw.,3189889,17020060-1,Genus,3157829,17020520-1,Species,Synonym,Schizaeaceae,,Anemia,,gardneriana,,,,Christ,,Farnkr. Erde,: 346,(1897),,,,,Anemia gardneriana,Christ,3144648,,,,,17020520-1,,N,Anemia gardneri,Anemia gardneri Hook.,17020500-1,3144648,Anemia gardneriana Christ,Anemia gardneriana Christ,Anemia gardneriana Christ,A.,A. gardneriana,A. gardneriana Christ,A. gardneriana Christ,A. gardneriana Christ
1167996,17020750-1,Anemia lanuginosa,Anemia lanuginosa Bongard,Schizaeaceae,Species,Anemia,Anemia Sw.,3189889,17020060-1,Genus,3157857,17238240-1,Species,Synonym,Schizaeaceae,,Anemia,,gardneriana,,,,Christ,,Bull. Herb. Boissier,", sér. 2, 2: 694",(1902),,,,,Anemia gardneriana,Christ,3144666,,,,,17238240-1,,N,Anemia lanuginosa,Anemia lanuginosa Bongard,17020750-1,3144666,Anemia gardneriana Christ,Anemia gardneriana Christ,Anemia gardneriana Christ,A.,A. gardneriana,A. gardneriana Christ,A. gardneriana Christ,A. gardneriana Christ
1274811,626401-1,Cyrtorchis chailluana,Cyrtorchis chailluana (Hook.f.) Schltr.,Orchidaceae,Species,Cyrtorchis,Cyrtorchis Schltr.,54803,325748-2,Genus,9225,615953-1,Species,Illegitimate,Orchidaceae,,Angraecum,,arcuatum,,,,Lindl.,,"J. Proc. Linn. Soc., Bot.", 6: 136,(1862),", nom. illeg.",,,,Angraecum arcuatum,Lindl.,54820,,,,,615953-1,,Y,Cyrtorchis chailluana,Cyrtorchis chailluana (Hook.f.) Schltr.,626401-1,54820,Angraecum arcuatum Lindl.,Angraecum arcuatum Lindl.,Angraecum arcuatum Lindl.,A.,A. arcuatum,A. arcuatum Lindl.,A. arcuatum Lindl.,A. arcuatum Lindl.
845046,626395-1,Cyrtorchis arcuata,Cyrtorchis arcuata (Lindl.) Schltr.,Orchidaceae,Species,Cyrtorchis,Cyrtorchis Schltr.,54803,325748-2,Genus,9226,615951-1,Species,Synonym,Orchidaceae,,Angraecum,,arcuatum,,,,Lindl.,,Companion Bot. Mag., 2: 204,(1837),,,,,Angraecum arcuatum,Lindl.,54807,,,T,,615951-1,,Y,Cyrtorchis arcuata,Cyrtorchis arcuata (Lindl.) Schltr.,626395-1,54807,Angraecum arcuatum Lindl.,Angraecum arcuatum Lindl.,Angraecum arcuatum Lindl.,A.,A. arcuatum,A. arcuatum Lindl.,A. arcuatum Lindl.,A. arcuatum Lindl.
1347987,615905-1,Angraecopsis ischnopus,Angraecopsis ischnopus (Schltr.) Schltr.,Orchidaceae,Species,Angraecopsis,Angraecopsis Kraenzl.,9161,325746-2,Genus,9474,616197-1,Species,Synonym,Orchidaceae,,Angraecum,,ischnopus,,,,Schltr.,,Notizbl. Königl. Bot. Gart. Berlin, 4: 170,(1906),,,,,Angraecum ischnopus,Schltr.,9174,,,T,,616197-1,,Y,Angraecopsis ischnopus,Angraecopsis ischnopus (Schltr.) Schltr.,615905-1,9174,Angraecum ischnopus Schltr.,Angraecum ischnopus Schltr.,Angraecum ischnopus Schltr.,A.,A. ischnopus,A. ischnopus Schltr.,A. ischnopus Schltr.,A. ischnopus Schltr.
1241963,616450-1,Angraecum tenuipes,Angraecum tenuipes Summerh.,Orchidaceae,Species,Angraecum,Angraecum Bory,9190,325979-2,Genus,9473,77236327-1,Species,Illegitimate,Orchidaceae,,Angraecum,,ischnopus,,,,Schltr.,,Beih. Bot. Centralbl., 34(2): 336,(1916),", nom. illeg.",,,,Angraecum ischnopus,Schltr.,9721,,,T,,77236327-1,,Y,Angraecum tenuipes,Angraecum tenuipes Summerh.,616450-1,9721,Angraecum ischnopus Schltr.,Angraecum ischnopus Schltr.,Angraecum ischnopus Schltr.,A.,A. ischnopus,A. ischnopus Schltr.,A. ischnopus Schltr.,A. ischnopus Schltr.
993180,568276-1,Diplectria conica,Diplectria conica Bakh.f.,Melastomataceae,Species,Diplectria,Diplectria (Blume) Rchb.,3030786,26302-1,Genus,3024319,566249-1,Species,Illegitimate,Melastomataceae,,Anplectrum,,crassinodum,,,,Merr.,,Pap. Michigan Acad. Sci., 24: 85,(1938 publ. 1939),", nom. illeg.",,,,Anplectrum crassinodum,Merr.,3024318,,,,,566249-1,,N,Diplectria conica,Diplectria conica Bakh.f.,568276-1,3024318,Anplectrum crassinodum Merr.,Anplectrum crassinodum Merr.,Anplectrum crassinodum Merr.,A.,A. crassinodum,A. crassinodum Merr.,A. crassinodum Merr.,A. crassinodum Merr.
862801,568292-1,Diplectria stipularis,Diplectria stipularis (Blume) Kuntze,Melastomataceae,Species,Diplectria,Diplectria (Blume) Rchb.,3030786,26302-1,Genus,3221153,566248-1,Species,Synonym,Melastomataceae,,Anplectrum,,crassinodum,,,,Merr.,,Univ. Calif. Publ. Bot., 15: 223,(1929),,,,,Anplectrum crassinodum,Merr.,3024420,,,,,566248-1,,N,Diplectria stipularis,Diplectria stipularis (Blume) Kuntze,568292-1,3024420,Anplectrum crassinodum Merr.,Anplectrum crassinodum Merr.,Anplectrum crassinodum Merr.,A.,A. crassinodum,A. crassinodum Merr.,A. crassinodum Merr.,A. crassinodum Merr.
1378534,177117-1,Anthemis alpestris,Anthemis alpestris (Hoffmanns. & Link) R.Fern.,Asteraceae,Species,Anthemis,Anthemis L.,3133725,329022-2,Genus,3288241,,Species,Illegitimate,Asteraceae,,Anthemis,,chrysocephala,,,,Boiss. & Reut.,P.E.Boissier,Diagn. Pl. Orient.,", ser. 2, 3: 25",(1856),", nom. illeg.",,,,Anthemis chrysocephala,Boiss. & Reut.,3110655,,,,,3288241-4,,N,Anthemis alpestris,Anthemis alpestris (Hoffmanns. & Link) R.Fern.,177117-1,3110655,Anthemis chrysocephala Boiss. & Reut.,Anthemis chrysocephala Boiss. & Reut.,Anthemis chrysocephala Boiss. & Reut.,A.,A. chrysocephala,A. chrysocephala Boiss. & Reut.,A. chrysocephala Boiss. & Reut.,A. chrysocephala Boiss. & Reut.
1219320,876466-1,Anthemis cretica subsp. tenuiloba,Anthemis cretica subsp. tenuiloba (DC.) Grierson,Asteraceae,Subspecies,Anthemis cretica,Anthemis cretica L.,3110743,177267-1,Species,3110753,177231-1,Species,Synonym,Asteraceae,,Anthemis,,chrysocephala,,,,Boiss. & Reut.,,Biblioth. Universelle Genève, 38: 208,(1842),,,,,Anthemis chrysocephala,Boiss. & Reut.,3110861,,,,,177231-1,,N,Anthemis cretica,Anthemis cretica L.,177267-1,3110743,Anthemis chrysocephala Boiss. & Reut.,Anthemis chrysocephala Boiss. & Reut.,Anthemis chrysocephala Boiss. & Reut.,A.,A. chrysocephala,A. chrysocephala Boiss. & Reut.,A. chrysocephala Boiss. & Reut.,A. chrysocephala Boiss. & Reut.
1301528,77316259-1,× Cotanthemis bollei,× Cotanthemis bollei (Sch.Bip. ex Asch.) J.M.H.Shaw,Asteraceae,Species,× Cotanthemis,× Cotanthemis Holub,3296913,,Genus,3303690,77316257-1,Species,Synonym,Asteraceae,,Anthemis,×,bollei,,,,Sch.Bip. ex Asch.,,Fl. Brandenburg Ausz.,: 239,(1866),,,,,Anthemis × bollei,Sch.Bip. ex Asch.,3303186,,,T,,77316257-1,Anthemis cotula × Cota tinctoria,N,× Cotanthemis bollei,× Cotanthemis bollei (Sch.Bip. ex Asch.) J.M.H.Shaw,77316259-1,3303186,Anthemis × bollei Sch.Bip. ex Asch.,Anthemis × bollei Sch.Bip. ex Asch.,Anthemis × bollei Sch.Bip. ex Asch.,A.,A. bollei,A. bollei Sch.Bip. ex Asch.,A. bollei Sch.Bip. ex Asch.,A. bollei Sch.Bip. ex Asch.
488286,177182-1,Anthemis × bollei,Anthemis × bollei Sch.Bip. ex Asch.,Asteraceae,Species,Anthemis,Anthemis L.,3133725,329022-2,Genus,3111190,177182-1,Species,Accepted,Asteraceae,,Anthemis,×,bollei,,,,Sch.Bip. ex Asch.,,Fl. Brandenburg,: 239,(1866),,Europe,,,Anthemis × bollei,Sch.Bip. ex Asch.,3111190,,,,3133725,177182-1,Anthemis cotula × Cota tinctoria,N,Anthemis × bollei,Anthemis × bollei Sch.Bip. ex Asch.,177182-1,3111190,Anthemis × bollei Sch.Bip. ex Asch.,Anthemis × bollei Sch.Bip. ex Asch.,Anthemis × bollei Sch.Bip. ex Asch.,A.,A. bollei,A. bollei Sch.Bip. ex Asch.,A. bollei Sch.Bip. ex Asch.,A. bollei Sch.Bip. ex Asch.
921760,85170-1,Anthurium palmatum,Anthurium palmatum (L.) Schott,Araceae,Species,Anthurium,Anthurium Schott,10581,329747-2,Genus,10949,84772-1,Species,Synonym,Araceae,,Anthurium,,elegans,,,,Engl.,,Bot. Jahrb. Syst., 1: 482,(1881),,,,,Anthurium elegans,Engl.,11459,,,,,84772-1,,Y,Anthurium palmatum,Anthurium palmatum (L.) Schott,85170-1,11459,Anthurium elegans Engl.,Anthurium elegans Engl.,Anthurium elegans Engl.,A.,A. elegans,A. elegans Engl.,A. elegans Engl.,A. elegans Engl.
1336339,85195-1,Anthurium pedatum,Anthurium pedatum (Kunth) Endl. ex Kunth,Araceae,Species,Anthurium,Anthurium Schott,10581,329747-2,Genus,10950,77236856-1,Species,Illegitimate,Araceae,,Anthurium,,elegans,,,,Engl.,,Gartenflora, 32: 68,(1883),", nom. illeg.",,,,Anthurium elegans,Engl.,11491,,,,,77236856-1,,Y,Anthurium pedatum,Anthurium pedatum (Kunth) Endl. ex Kunth,85195-1,11491,Anthurium elegans Engl.,Anthurium elegans Engl.,Anthurium elegans Engl.,A.,A. elegans,A. elegans Engl.,A. elegans Engl.,A. elegans Engl.
437619,84823-1,Anthurium funiferum,Anthurium funiferum Klotzsch & H.Karst. ex Engl.,Araceae,Species,Anthurium,Anthurium Schott,10581,329747-2,Genus,11010,84823-1,Species,Accepted,Araceae,,Anthurium,,funiferum,,,,Klotzsch & H.Karst. ex Engl.,,Bot. Jahrb. Syst., 25: 381,(1898),,Colombia,subshrub,wet tropical,Anthurium funiferum,Klotzsch & H.Karst. ex Engl.,11010,,,,10581,84823-1,,Y,Anthurium funiferum,Anthurium funiferum Klotzsch & H.Karst. ex Engl.,84823-1,11010,Anthurium funiferum Klotzsch & H.Karst. ex Engl.,Anthurium funiferum Klotzsch & H.Karst. ex Engl.,Anthurium funiferum Klotzsch & H.Karst. ex Engl.,A.,A. funiferum,A. funiferum Klotzsch & H.Karst. ex Engl.,A. funiferum Klotzsch & H.Karst. ex Engl.,A. funiferum Klotzsch & H.Karst. ex Engl.
1396297,272244-2,Anthurium bredemeyeri,Anthurium bredemeyeri Schott,Araceae,Species,Anthurium,Anthurium Schott,10581,329747-2,Genus,11009,84822-1,Species,Synonym,Araceae,,Anthurium,,funiferum,,,,Klotzsch & H.Karst. ex Engl.,A.L.P.P.de Candolle & A.C.P.de Candolle,Monogr. Phan., 2: 111,(1879),,,,,Anthurium funiferum,Klotzsch & H.Karst. ex Engl.,10724,,,,,84822-1,,Y,Anthurium bredemeyeri,Anthurium bredemeyeri Schott,272244-2,10724,Anthurium funiferum Klotzsch & H.Karst. ex Engl.,Anthurium funiferum Klotzsch & H.Karst. ex Engl.,Anthurium funiferum Klotzsch & H.Karst. ex Engl.,A.,A. funiferum,A. funiferum Klotzsch & H.Karst. ex Engl.,A. funiferum Klotzsch & H.Karst. ex Engl.,A. funiferum Klotzsch & H.Karst. ex Engl.
713979,474722-1,Anthyllis lotoides,Anthyllis lotoides L.,Fabaceae,Species,Anthyllis,Anthyllis L.,2641894,21681-1,Genus,2642015,474722-1,Species,Accepted,Fabaceae,,Anthyllis,,lotoides,,,,L.,,Sp. Pl.,: 720,(1753),,"Iberian Pen., Morocco",annual,subtropical,Anthyllis lotoides,L.,2642015,,,,2641894,474722-1,,Y,Anthyllis lotoides,Anthyllis lotoides L.,474722-1,2642015,Anthyllis lotoides L.,Anthyllis lotoides L.,Anthyllis lotoides L.,A.,A. lotoides,A. lotoides L.,A. lotoides L.,A. lotoides L.
1329120,475405-1,Aspalathus aspalathoides,Aspalathus aspalathoides (L.) Rothm.,Fabaceae,Species,Aspalathus,Aspalathus L.,2655447,21729-1,Genus,2642016,,Species,Illegitimate,Fabaceae,,Anthyllis,,lotoides,,,,L.,,Cent. Pl. II, : 27,(1756),", nom. illeg.",,,,Anthyllis lotoides,L.,2655518,,,T,,2642016-4,,Y,Aspalathus aspalathoides,Aspalathus aspalathoides (L.) Rothm.,475405-1,2655518,Anthyllis lotoides L.,Anthyllis lotoides L.,Anthyllis lotoides L.,A.,A. lotoides,A. lotoides L.,A. lotoides L.,A. lotoides L.
1223830,338972-1,Antidesma leucopodum,Antidesma leucopodum Miq.,Phyllanthaceae,Species,Antidesma,Antidesma L.,11925,15033-1,Genus,11986,338867-1,Species,Synonym,Phyllanthaceae,,Antidesma,,clementis,,,,Merr.,,"Philipp. J. Sci., C", 9: 465,(1914 publ. 1915),,,,,Antidesma clementis,Merr.,12125,,,,,338867-1,,Y,Antidesma leucopodum,Antidesma leucopodum Miq.,338972-1,12125,Antidesma clementis Merr.,Antidesma clementis Merr.,Antidesma clementis Merr.,A.,A. clementis,A. clementis Merr.,A. clementis Merr.,A. clementis Merr.
901815,77167463-1,Antidesma tomentosum var. tomentosum,Antidesma tomentosum var. tomentosum,Phyllanthaceae,Variety,Antidesma tomentosum,Antidesma tomentosum Blume,12344,339134-1,Species,11985,338868-1,Species,Illegitimate,Phyllanthaceae,,Antidesma,,clementis,,,,Merr.,,J. Straits Branch Roy. Asiat. Soc., 76: 90,(1917),", nom. illeg.",,,,Antidesma clementis,Merr.,12351,,,,,338868-1,,Y,Antidesma tomentosum,Antidesma tomentosum Blume,339134-1,12344,Antidesma clementis Merr.,Antidesma clementis Merr.,Antidesma clementis Merr.,A.,A. clementis,A. clementis Merr.,A. clementis Merr.,A. clementis Merr.
1338513,804640-1,Linaria glauca,Linaria glauca (L.) Chaz.,Plantaginaceae,Species,Linaria,Linaria Mill.,2498088,325776-2,Genus,2606214,,Species,Illegitimate,Plantaginaceae,,Antirrhinum,,molle,,,,L.,,Cent. Pl. I,: 16,(1755),", nom. illeg.",,,,Antirrhinum molle,L.,2499509,,,T,,2606214-4,,N,Linaria glauca,Linaria glauca (L.) Chaz.,804640-1,2499509,Antirrhinum molle L.,Antirrhinum molle L.,Antirrhinum molle L.,A.,A. molle,A. molle L.,A. molle L.,A. molle L.
442385,799196-1,Antirrhinum molle,Antirrhinum molle L.,Plantaginaceae,Species,Antirrhinum,Antirrhinum L.,2642458,37430-1,Genus,2642794,799196-1,Species,Accepted,Plantaginaceae,,Antirrhinum,,molle,,,,L.,,Sp. Pl.,: 1198,(1753),,C. & E. Pyrenees to NE. Spain,subshrub,temperate,Antirrhinum molle,L.,2642794,,,,2642458,799196-1,,N,Antirrhinum molle,Antirrhinum molle L.,799196-1,2642794,Antirrhinum molle L.,Antirrhinum molle L.,Antirrhinum molle L.,A.,A. molle,A. molle L.,A. molle L.,A. molle L.
1244107,77171698-1,Aporosa sphaeridiophora var. sphaeridiophora,Aporosa sphaeridiophora var. sphaeridiophora,Phyllanthaceae,Variety,Aporosa sphaeridiophora,Aporosa sphaeridiophora Merr.,13326,339271-1,Species,13190,339186-1,Species,Synonym,Phyllanthaceae,,Aporosa,,acuminatissima,,,,Merr.,,Philipp. J. Sci., 16: 546,(1920),,,,,Aporosa acuminatissima,Merr.,217108,,,,,339186-1,,Y,Aporosa sphaeridiophora,Aporosa sphaeridiophora Merr.,339271-1,13326,Aporosa acuminatissima Merr.,Aporosa acuminatissima Merr.,Aporosa acuminatissima Merr.,A.,A. acuminatissima,A. acuminatissima Merr.,A. acuminatissima Merr.,A. acuminatissima Merr.
1083334,339220-1,Aporosa falcifera,Aporosa falcifera Hook.f.,Phyllanthaceae,Species,Aporosa,Aporosa Blume,13187,15040-1,Genus,13191,77236678-1,Species,Illegitimate,Phyllanthaceae,,Aporosa,,acuminatissima,,,,Merr.,,Univ. Calif. Publ. Bot., 15: 142,(1929),", nom. illeg.",,,,Aporosa acuminatissima,Merr.,13236,,,,,77236678-1,,Y,Aporosa falcifera,Aporosa falcifera Hook.f.,339220-1,13236,Aporosa acuminatissima Merr.,Aporosa acuminatissima Merr.,Aporosa acuminatissima Merr.,A.,A. acuminatissima,A. acuminatissima Merr.,A. acuminatissima Merr.,A. acuminatissima Merr.
1310302,669063-1,Pinanga disticha,Pinanga disticha (Roxb.) Blume ex H.Wendl.,Arecaceae,Species,Pinanga,Pinanga Blume,156343,31439-1,Genus,14532,664122-1,Species,Synonym,Arecaceae,,Areca,,curvata,,,,Griff.,,Ic. Pl. Asiat., 3: t. 248,(1851),,,,,Areca curvata,Griff.,156406,,,,,664122-1,,Y,Pinanga disticha,Pinanga disticha (Roxb.) Blume ex H.Wendl.,669063-1,156406,Areca curvata Griff.,Areca curvata Griff.,Areca curvata Griff.,A.,A. curvata,A. curvata Griff.,A. curvata Griff.,A. curvata Griff.
860769,77170566-1,Pinanga paradoxa var. paradoxa,Pinanga paradoxa var. paradoxa,Arecaceae,Variety,Pinanga paradoxa,Pinanga paradoxa (Griff.) Scheff.,156475,669119-1,Species,14533,664123-1,Species,Synonym,Arecaceae,,Areca,,curvata,,,,Griff.,,Not. Pl. Asiat., 3: 164,(1851),,,,,Areca curvata,Griff.,156477,,,,,664123-1,,Y,Pinanga paradoxa,Pinanga paradoxa (Griff.) Scheff.,669119-1,156475,Areca curvata Griff.,Areca curvata Griff.,Areca curvata Griff.,A.,A. curvata,A. curvata Griff.,A. curvata Griff.,A. curvata Griff.
768047,302294-2,Arenaria hintoniorum,Arenaria hintoniorum B.L.Turner,Caryophyllaceae,Species,Arenaria,Arenaria Ruppius ex L.,2648986,329928-2,Genus,2649528,302294-2,Species,Accepted,Caryophyllaceae,,Arenaria,,hintoniorum,,,,B.L.Turner,,Phytologia, 71: 58,(1992),,"Mexico (Nuevo León, Tamaulipas)",subshrub,subtropical,Arenaria hintoniorum,B.L.Turner,2649528,,,,2648986,302294-2,,N,Arenaria hintoniorum,Arenaria hintoniorum B.L.Turner,302294-2,2649528,Arenaria hintoniorum B.L.Turner,Arenaria hintoniorum B.L.Turner,Arenaria hintoniorum B.L.Turner,A.,A. hintoniorum,A. hintoniorum B.L.Turner,A. hintoniorum B.L.Turner,A. hintoniorum B.L.Turner
1195333,316461-2,Arenaria gypsostrata,Arenaria gypsostrata B.L.Turner,Caryophyllaceae,Species,Arenaria,Arenaria Ruppius ex L.,2648986,329928-2,Genus,2649529,,Species,Illegitimate,Caryophyllaceae,,Arenaria,,hintoniorum,,,,B.L.Turner,,Phytologia, 75: 400,(1993 publ. 1994),", nom. illeg.",,,,Arenaria hintoniorum,B.L.Turner,2649516,,,T,,2649529-4,,N,Arenaria gypsostrata,Arenaria gypsostrata B.L.Turner,316461-2,2649516,Arenaria hintoniorum B.L.Turner,Arenaria hintoniorum B.L.Turner,Arenaria hintoniorum B.L.Turner,A.,A. hintoniorum,A. hintoniorum B.L.Turner,A. hintoniorum B.L.Turner,A. hintoniorum B.L.Turner
1083352,743770-1,Argostemma pictum,Argostemma pictum Wall.,Rubiaceae,Species,Argostemma,Argostemma Wall.,14774,34173-1,Genus,14795,743647-1,Species,Illegitimate,Rubiaceae,,Argostemma,,bifolium,,,,Ridl.,,J. Bot., 65: 27,(1927),", nom. illeg.",,,,Argostemma bifolium,Ridl.,14942,,,,,743647-1,,Y,Argostemma pictum,Argostemma pictum Wall.,743770-1,14942,Argostemma bifolium Ridl.,Argostemma bifolium Ridl.,Argostemma bifolium Ridl.,A.,A. bifolium,A. bifolium Ridl.,A. bifolium Ridl.,A. bifolium Ridl.
657241,743646-1,Argostemma bifolium,Argostemma bifolium Ridl.,Rubiaceae,Species,Argostemma,Argostemma Wall.,14774,34173-1,Genus,14796,743646-1,Species,Accepted,Rubiaceae,,Argostemma,,bifolium,,,,Ridl.,,Fl. Malay Penins., 5: 314,(1925),,Pen. Malaysia (Perak),subshrub,wet tropical,Argostemma bifolium,Ridl.,14796,,,,14774,743646-1,,Y,Argostemma bifolium,Argostemma bifolium Ridl.,743646-1,14796,Argostemma bifolium Ridl.,Argostemma bifolium Ridl.,Argostemma bifolium Ridl.,A.,A. bifolium,A. bifolium Ridl.,A. bifolium Ridl.,A. bifolium Ridl.
657877,743680-1,Argostemma enerve,Argostemma enerve Ridl.,Rubiaceae,Species,Argostemma,Argostemma Wall.,14774,34173-1,Genus,14839,743680-1,Species,Accepted,Rubiaceae,,Argostemma,,enerve,,,,Ridl.,,J. Straits Branch Roy. Asiat. Soc., 61: 13,(1912),,Pen. Malaysia (Negeri Sembilan),subshrub,wet tropical,Argostemma enerve,Ridl.,14839,,,,14774,743680-1,,Y,Argostemma enerve,Argostemma enerve Ridl.,743680-1,14839,Argostemma enerve Ridl.,Argostemma enerve Ridl.,Argostemma enerve Ridl.,A.,A. enerve,A. enerve Ridl.,A. enerve Ridl.,A. enerve Ridl.
1126796,941126-1,Argostemma chaii,Argostemma chaii B.Bremer,Rubiaceae,Species,Argostemma,Argostemma Wall.,14774,34173-1,Genus,14838,743681-1,Species,Illegitimate,Rubiaceae,,Argostemma,,enerve,,,,Ridl.,,J. Bot., 65: 28,(1927),", nom. illeg.",,,,Argostemma enerve,Ridl.,14812,,,T,,743681-1,,Y,Argostemma chaii,Argostemma chaii B.Bremer,941126-1,14812,Argostemma enerve Ridl.,Argostemma enerve Ridl.,Argostemma enerve Ridl.,A.,A. enerve,A. enerve Ridl.,A. enerve Ridl.,A. enerve Ridl.
307380,265201-1,Argyreia kleiniana,Argyreia kleiniana (Schult.) Raizada,Convolvulaceae,Species,Argyreia,Argyreia Lour.,482330,30164830-2,Genus,483215,77237096-1,Species,Illegitimate,Convolvulaceae,,Argyreia,,populifolia,,,,Choisy,,Mém. Soc. Phys. Genève, 6: 414,(1833 publ. 1834),"[Conv. Or.: 32], nom. superfl.",,climber,seasonally dry tropical,Argyreia populifolia,Choisy,482417,481494,Schult.,T,,77237096-1,,Y,Argyreia kleiniana,Argyreia kleiniana (Schult.) Raizada,265201-1,482417,Argyreia populifolia Choisy,Argyreia populifolia Choisy,Argyreia populifolia Choisy,A.,A. populifolia,A. populifolia Choisy,A. populifolia Choisy,A. populifolia Choisy
1167696,265196-1,Argyreia hookeri,Argyreia hookeri C.B.Clarke,Convolvulaceae,Species,Argyreia,Argyreia Lour.,482330,30164830-2,Genus,483216,77236325-1,Species,Illegitimate,Convolvulaceae,,Argyreia,,populifolia,,,,Choisy,A.P.de Candolle,Prodr., 9: 329,(1845),", nom. illeg.",,,,Argyreia populifolia,Choisy,482412,,,,,77236325-1,,Y,Argyreia hookeri,Argyreia hookeri C.B.Clarke,265196-1,482412,Argyreia populifolia Choisy,Argyreia populifolia Choisy,Argyreia populifolia Choisy,A.,A. populifolia,A. populifolia Choisy,A. populifolia Choisy,A. populifolia Choisy
1022364,360591-1,Argyroderma pearsonii,Argyroderma pearsonii (N.E.Br.) Schwantes,Aizoaceae,Species,Argyroderma,Argyroderma N.E.Br.,2650650,16106-1,Genus,2650672,,Species,Illegitimate,Aizoaceae,,Argyroderma,,framesii,,,,L.Bolus,,S. African Gard., 19: 181,(1929),", nom. illeg.",,,,Argyroderma framesii,L.Bolus,2650694,,,,,2650672-4,,N,Argyroderma pearsonii,Argyroderma pearsonii (N.E.Br.) Schwantes,360591-1,2650694,Argyroderma framesii L.Bolus,Argyroderma framesii L.Bolus,Argyroderma framesii L.Bolus,A.,A. framesii,A. framesii L.Bolus,A. framesii L.Bolus,A. framesii L.Bolus
643478,360573-1,Argyroderma framesii,Argyroderma framesii L.Bolus,Aizoaceae,Species,Argyroderma,Argyroderma N.E.Br.,2650650,16106-1,Genus,2650673,360573-1,Species,Accepted,Aizoaceae,,Argyroderma,,framesii,,,,L.Bolus,,Notes Mesembryanthemum, 2: 459,(1934),,W. Cape Prov.,succulent subshrub,desert or dry shrubland,Argyroderma framesii,L.Bolus,2650673,,,,2650650,360573-1,,N,Argyroderma framesii,Argyroderma framesii L.Bolus,360573-1,2650673,Argyroderma framesii L.Bolus,Argyroderma framesii L.Bolus,Argyroderma framesii L.Bolus,A.,A. framesii,A. framesii L.Bolus,A. framesii L.Bolus,A. framesii L.Bolus
1372722,475432-1,Aspalathus callosa,Aspalathus callosa L.,Fabaceae,Species,Aspalathus,Aspalathus L.,2655447,21729-1,Genus,2655990,475806-1,Species,Synonym,Fabaceae,,Aspalathus,,simsiana,,,,Eckl. & Zeyh.,,Enum. Pl. Afric. Austral.,: 200,(1836),,,,,Aspalathus simsiana,Eckl. & Zeyh.,2655550,,,,,475806-1,,Y,Aspalathus callosa,Aspalathus callosa L.,475432-1,2655550,Aspalathus simsiana Eckl. & Zeyh.,Aspalathus simsiana Eckl. & Zeyh.,Aspalathus simsiana Eckl. & Zeyh.,A.,A. simsiana,A. simsiana Eckl. & Zeyh.,A. simsiana Eckl. & Zeyh.,A. simsiana Eckl. & Zeyh.
